show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,duration_minutes,seasons
s313,Movie,The Secret Shadows 313,Sara Patel,"Fatima Garcia, Yuki Johnson, Carlos Garcia, Priya Khan, David Patel",Canada,2018-05-04,2017,TV-PG,71 min,"Independent Movies, Sci-Fi & Fantasy, Comedies",A gripping movie exploring themes of survival and identity in Canada.,2018,May,Independent Movies,71.0,
s314,TV Show,The Dark Kingdom 314,Unknown,"Priya Silva, Tom Garcia, Min Johnson",Australia,2023-03-01,2022,TV-MA,8 Season,TV Action & Adventure,A gripping tv show exploring themes of survival and identity in Australia.,2023,March,TV Action & Adventure,,8.0
s315,Movie,The Endless Legacy 315,Unknown,"John Rossi, Yuki Müller, Min Rossi, Carlos Tanaka, Maria Nair, Fatima Lee",Japan,2026-12-25,2024,R,155 min,"Comedies, Children & Family Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Japan.,2026,December,Comedies,155.0,
s316,Movie,The Lost Horizon 316,Unknown,"John Lee, Elena Rossi, Wei Khan, Sara Johnson, Maria Patel, John Silva",United States,2021-12-22,2020,TV-MA,112 min,"Children & Family Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.,2021,December,Children & Family Movies,112.0,
s317,Movie,The Endless Journey 317,Tom Johnson,"Carlos Johnson, Carlos Patel, Wei Rossi, Tom Smith, David Tanaka, Aisha Costa",United States,2019-06-18,2018,TV-PG,153 min,Horror Movies,A gripping movie exploring themes of survival and identity in United States.,2019,June,Horror Movies,153.0,
s318,Movie,The Forgotten Rebellion 318,Priya Park,"Elena Smith, Min Lee, John Nair, Min Garcia, Yuki Silva, Priya Johnson, John Müller",South Korea,2020-06-18,2019,PG,158 min,Action & Adventure,A gripping movie exploring themes of survival and identity in South Korea.,2020,June,Action & Adventure,158.0,
s319,Movie,The Dark Dreams 319,Raj Costa,"Maria Rossi, Yuki Silva, Min Tanaka, Hana Müller",United States,2026-06-16,2024,TV-PG,152 min,"Dramas, Comedies, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2026,June,Dramas,152.0,
s320,TV Show,The Endless Empire 320,Unknown,"Tom Nair, Maria Nair, Yuki Kumar, Sara Patel, Anil Kumar, Sara Smith, Yuki Nair",United States,2026-10-26,2021,TV-Y7,5 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",A gripping tv show exploring themes of survival and identity in United States.,2026,October,Romantic TV Shows,,5.0
s321,Movie,The Endless Legacy 321,Unknown,"Elena Garcia, Hana Patel, Tom Nair, Sara Nair",United States,2026-10-13,2023,TV-PG,150 min,"Thrillers, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.,2026,October,Thrillers,150.0,
s322,Movie,The Last Legacy 322,Unknown,"Maria Park, Elena Müller, Aisha Garcia",United States,2023-05-28,2022,TV-Y,155 min,Action & Adventure,A gripping movie exploring themes of survival and identity in United States.,2023,May,Action & Adventure,155.0,
s323,Movie,The Wild Dreams 323,Min Patel,"Min Silva, Sara Tanaka, Wei Silva, Raj Johnson, Elena Nair, Carlos Park",United States,2026-11-26,2021,TV-14,123 min,"Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in United States.,2026,November,Sci-Fi & Fantasy,123.0,
s324,TV Show,The Lost Memory 324,Unknown,"Sara Smith, Elena Park, Priya Garcia, Fatima Rossi, Priya Patel, Priya Tanaka",Spain,2022-07-18,2021,TV-14,6 Season,TV Mysteries,A gripping tv show exploring themes of survival and identity in Spain.,2022,July,TV Mysteries,,6.0
s325,TV Show,The Forgotten Empire Chronicles 325,Unknown,"Min Patel, Elena Johnson, David Silva, Sara Costa, Yuki Khan, Wei Kumar",Mexico,2026-11-03,2022,TV-MA,5 Season,"Reality TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Mexico.,2026,November,Reality TV,,5.0
s326,Movie,The Silent Journey 326,Anil Müller,"Raj Khan, Elena Smith, Maria Patel, Priya Nair, Fatima Khan",United Kingdom,2021-05-24,2021,PG-13,170 min,"Horror Movies, Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in United Kingdom.,2021,May,Horror Movies,170.0,
s327,TV Show,The Silent Promise 327,Unknown,"Sara Costa, Wei Khan, Carlos Rossi, Wei Costa, Anil Lee, Priya Garcia",United States,2014-05-09,2013,R,5 Season,"TV Comedies, Crime TV Shows, Reality TV",A gripping tv show exploring themes of survival and identity in United States.,2014,May,TV Comedies,,5.0
s328,Movie,The Eternal Empire 328,Wei Tanaka,"Sara Kumar, Fatima Costa, John Kumar, Wei Rossi, Tom Rossi, Yuki Rossi, Carlos Silva",Canada,2021-07-25,2017,TV-14,119 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Canada.,2021,July,Children & Family Movies,119.0,
s329,TV Show,The Last Dreams 329,Unknown,"Tom Müller, David Patel, Anil Smith, Sara Nair, Aisha Johnson, Fatima Lee",United States,2023-07-16,2022,TV-14,5 Seasons,"TV Action & Adventure, TV Dramas, Docuseries",A gripping tv show exploring themes of survival and identity in United States.,2023,July,TV Action & Adventure,,5.0
s330,Movie,The Golden Dreams 330,Wei Lee,"Raj Müller, Raj Nair, Priya Kumar, Aisha Smith, John Müller, Min Lee, Carlos Park",South Korea,2012-11-19,2009,TV-MA,120 min,"Documentaries, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in South Korea.,2012,November,Documentaries,120.0,
s331,Movie,The Lost Legacy 331,John Park,"Priya Nair, Maria Silva, Wei Smith",South Korea,2023-04-02,2021,PG-13,73 min,"Comedies, Dramas, Documentaries",A gripping movie exploring themes of survival and identity in South Korea.,2023,April,Comedies,73.0,
s332,Movie,The Golden Legacy 332,Unknown,"Priya Khan, Anil Silva, Tom Lee, Anil Khan",Japan,2025-05-10,2021,TV-14,129 min,"Comedies, Children & Family Movies, Horror Movies",A gripping movie exploring themes of survival and identity in Japan.,2025,May,Comedies,129.0,
s333,Movie,The Last Journey 333,Elena Smith,"Aisha Tanaka, John Rossi, Fatima Smith, Anil Smith",India,2012-08-03,2012,PG,132 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.,2012,August,Sci-Fi & Fantasy,132.0,
s334,Movie,The Dark Rebellion 334,Unknown,"Anil Müller, Tom Khan, Maria Park",United States,2025-12-09,2022,TV-Y,169 min,"Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2025,December,Dramas,169.0,
s335,Movie,The Hidden Memory 335,Priya Patel,"Raj Silva, Elena Smith, Sara Lee, Yuki Silva",Canada,2019-10-01,2018,TV-MA,135 min,"Children & Family Movies, Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in Canada.,2019,October,Children & Family Movies,135.0,
s336,Movie,The Eternal Empire 336,Unknown,"Wei Patel, Anil Silva, Hana Khan, Tom Smith",India,2020-11-03,2019,PG-13,116 min,"Romantic Movies, Comedies, Children & Family Movies",A gripping movie exploring themes of survival and identity in India.,2020,November,Romantic Movies,116.0,
s337,Movie,The Wild Promise 337,Unknown,"Carlos Rossi, Tom Smith, Yuki Rossi",United States,2022-06-16,2021,TV-G,80 min,"Children & Family Movies, Documentaries, Action & Adventure",A gripping movie exploring themes of survival and identity in United States.,2022,June,Children & Family Movies,80.0,
s338,Movie,The Forgotten Kingdom 338,Anil Silva,"Hana Costa, Min Müller, Maria Park",Spain,2021-01-02,2016,TV-MA,113 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Spain.,2021,January,Romantic Movies,113.0,
s339,Movie,The Hidden Dreams 339,Elena Johnson,"Carlos Park, Maria Kumar, Wei Müller",Spain,2022-02-02,2019,PG-13,164 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Spain.,2022,February,Children & Family Movies,164.0,
s340,TV Show,The Broken Shadows Chronicles 340,Unknown,"Carlos Smith, Hana Silva, David Costa, Tom Lee, John Müller, Maria Lee",United States,2022-02-15,2019,TV-MA,3 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in United States.,2022,February,TV Comedies,,3.0
s341,TV Show,The Last Memory 341,Unknown,"Aisha Garcia, Sara Patel, Wei Rossi, Carlos Johnson",Spain,2018-10-06,2017,TV-MA,6 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in Spain.,2018,October,Docuseries,,6.0
s342,Movie,The Silent Kingdom 342,Priya Kumar,"Wei Smith, Yuki Silva, Elena Park",Germany,2025-10-13,2024,PG,169 min,Dramas,A gripping movie exploring themes of survival and identity in Germany.,2025,October,Dramas,169.0,
s343,TV Show,The Wild Horizon 343,Unknown,"Anil Johnson, Wei Park, Elena Johnson, Priya Müller, Yuki Lee, Aisha Kumar, Carlos Tanaka",South Korea,2011-03-21,2011,TV-MA,5 Seasons,"Kids' TV, Crime TV Shows",A gripping tv show exploring themes of survival and identity in South Korea.,2011,March,Kids' TV,,5.0
s344,Movie,The Silent Legacy 344,Hana Khan,"Hana Smith, Maria Müller, Elena Rossi",Unknown,2023-10-12,2019,TV-PG,180 min,"Independent Movies, Documentaries, Children & Family Movies",A gripping movie exploring themes of survival and identity in India.,2023,October,Independent Movies,180.0,
s345,Movie,The Secret Journey 345,David Johnson,"Anil Smith, Anil Patel, Wei Garcia, Raj Rossi, John Smith, Carlos Park",India,2021-11-02,2020,TV-Y,76 min,"Romantic Movies, Horror Movies, Documentaries",A gripping movie exploring themes of survival and identity in India.,2021,November,Romantic Movies,76.0,
s346,Movie,The Secret Journey 346,John Lee,"John Tanaka, Aisha Nair, Hana Silva, Carlos Smith",Germany,2022-10-11,2021,TV-14,123 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Germany.,2022,October,Romantic Movies,123.0,
s347,Movie,The Lost Journey 347,Min Garcia,"Sara Garcia, Min Park, Hana Müller, Sara Khan, Hana Lee, Maria Kumar",India,2022-08-02,2021,R,125 min,Documentaries,A gripping movie exploring themes of survival and identity in India.,2022,August,Documentaries,125.0,
s348,Movie,The Wild Promise 348,Unknown,"Carlos Khan, Wei Costa, Wei Johnson, Carlos Smith, Aisha Nair",South Korea,2017-01-09,2015,TV-14,87 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in South Korea.,2017,January,Children & Family Movies,87.0,
s349,Movie,The Secret Empire 349,Carlos Tanaka,"Aisha Johnson, Carlos Johnson, Maria Johnson, Raj Silva, Anil Kumar",India,2016-04-19,2016,TV-MA,130 min,"Horror Movies, Dramas",A gripping movie exploring themes of survival and identity in India.,2016,April,Horror Movies,130.0,
s350,TV Show,The Golden Legacy 350,Unknown,"Carlos Smith, Raj Park, Aisha Tanaka, Maria Lee, Yuki Tanaka, Priya Kumar",Canada,2025-09-02,2025,TV-MA,7 Seasons,"TV Comedies, Anime Series",A gripping tv show exploring themes of survival and identity in Canada.,2025,September,TV Comedies,,7.0
s351,TV Show,The Dark Storm Chronicles 351,Unknown,"Sara Müller, Min Park, Raj Nair, Priya Silva",Nigeria,2022-12-15,2020,PG,1 Seasons,"Crime TV Shows, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in Nigeria.,2022,December,Crime TV Shows,,1.0
s352,Movie,The Last Rebellion 352,Hana Costa,"David Park, Anil Patel, Sara Kumar",Egypt,2024-01-10,2023,TV-MA,124 min,"Sci-Fi & Fantasy, Independent Movies",A gripping movie exploring themes of survival and identity in Egypt.,2024,January,Sci-Fi & Fantasy,124.0,
s353,Movie,The Forgotten Empire 353,Priya Patel,"Maria Lee, Carlos Patel, John Müller, Elena Park",United Kingdom,2018-06-15,2017,TV-14,149 min,Romantic Movies,A gripping movie exploring themes of survival and identity in United Kingdom.,2018,June,Romantic Movies,149.0,
s354,Movie,The Forgotten City 354,Fatima Patel,"Fatima Kumar, Priya Lee, Sara Rossi, Elena Patel, John Rossi, Yuki Rossi",Japan,2017-04-25,2017,R,165 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Japan.,2017,April,Romantic Movies,165.0,
s355,Movie,The Golden Horizon 355,Min Smith,"Tom Garcia, Yuki Smith, John Garcia",United States,2026-11-23,2023,TV-MA,173 min,Documentaries,A gripping movie exploring themes of survival and identity in United States.,2026,November,Documentaries,173.0,
s356,Movie,The Broken Storm 356,Raj Khan,"Maria Rossi, Sara Silva, Min Park, Raj Khan, Hana Smith, Raj Nair",Spain,2026-12-05,2022,TV-14,133 min,Documentaries,A gripping movie exploring themes of survival and identity in Spain.,2026,December,Documentaries,133.0,
s357,Movie,The Hidden Legacy 357,Min Rossi,"Maria Costa, Yuki Garcia, Fatima Tanaka, Elena Lee, Yuki Costa",United States,2024-11-11,2023,TV-MA,122 min,"Romantic Movies, Sci-Fi & Fantasy, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2024,November,Romantic Movies,122.0,
s358,TV Show,The Secret Dreams 358,Unknown,"Wei Nair, Maria Garcia, Carlos Smith, Anil Lee",France,2025-06-10,2022,PG,8 Seasons,"Crime TV Shows, Reality TV, Docuseries",A gripping tv show exploring themes of survival and identity in France.,2025,June,Crime TV Shows,,8.0
s359,Movie,The Hidden Empire 359,Unknown,"Wei Patel, Yuki Smith, Raj Silva, Elena Costa, Maria Rossi, David Garcia",United States,2024-06-06,2022,TV-14,96 min,"Dramas, Romantic Movies, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2024,June,Dramas,96.0,
s360,Movie,The Dark Horizon 360,Maria Costa,"Min Lee, John Park, Elena Kumar, Maria Müller, John Khan, Raj Silva, Carlos Rossi",Brazil,2021-09-17,2020,TV-14,112 min,"Horror Movies, Children & Family Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Brazil.,2021,September,Horror Movies,112.0,
s361,Movie,The Endless Kingdom 361,Fatima Tanaka,"Priya Patel, Min Müller, Priya Patel",Australia,2025-06-02,2023,TV-G,147 min,"Documentaries, Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Australia.,2025,June,Documentaries,147.0,
s362,Movie,The Endless Promise 362,Aisha Lee,"Sara Kumar, Yuki Lee, Sara Khan, Min Nair, Priya Tanaka, Min Park",United States,2021-08-11,2019,TV-MA,147 min,"Independent Movies, Dramas, Romantic Movies",A gripping movie exploring themes of survival and identity in United States.,2021,August,Independent Movies,147.0,
s363,TV Show,The Secret Empire 363,Unknown,"Priya Garcia, Hana Khan, Elena Nair, David Smith, Tom Smith, Raj Silva, Fatima Silva",United States,2021-05-06,2021,TV-14,7 Seasons,TV Mysteries,A gripping tv show exploring themes of survival and identity in United States.,2021,May,TV Mysteries,,7.0
s364,TV Show,The Golden Dreams 364,Unknown,"Elena Kumar, Yuki Nair, Yuki Rossi, Min Tanaka, Raj Costa",France,2017-10-25,2016,TV-G,3 Seasons,TV Action & Adventure,A gripping tv show exploring themes of survival and identity in France.,2017,October,TV Action & Adventure,,3.0
s365,Movie,The Secret Journey 365,Elena Park,"Raj Smith, Fatima Rossi, Priya Johnson, Sara Johnson",United States,2022-11-27,2021,PG,151 min,"Comedies, Horror Movies",A gripping movie exploring themes of survival and identity in United States.,2022,November,Comedies,151.0,
s366,Movie,The Golden City 366,Raj Nair,"Wei Johnson, Anil Garcia, David Rossi, Maria Lee, Wei Kumar",United Kingdom,2016-07-28,2015,TV-MA,103 min,"Children & Family Movies, Comedies, Romantic Movies",A gripping movie exploring themes of survival and identity in United Kingdom.,2016,July,Children & Family Movies,103.0,
s367,Movie,The Dark Memory 367,Priya Patel,"Wei Costa, John Johnson, Wei Patel, David Nair",Australia,2024-07-21,2022,TV-14,115 min,Horror Movies,A gripping movie exploring themes of survival and identity in Australia.,2024,July,Horror Movies,115.0,
s368,TV Show,The Silent Horizon 368,Unknown,"Maria Patel, Yuki Lee, Elena Silva",United States,2016-05-09,2013,TV-14,6 Seasons,"TV Mysteries, Romantic TV Shows, Crime TV Shows",A gripping tv show exploring themes of survival and identity in United States.,2016,May,TV Mysteries,,6.0
s369,Movie,The Wild City 369,John Silva,"Priya Smith, Maria Kumar, Elena Lee, Yuki Park, Sara Garcia, Min Johnson",India,2022-04-05,2017,TV-Y7,134 min,Documentaries,A gripping movie exploring themes of survival and identity in India.,2022,April,Documentaries,134.0,
s370,Movie,The Hidden Promise 370,Maria Park,"Yuki Garcia, Hana Garcia, Priya Silva, John Smith",Germany,2025-03-23,2023,R,108 min,Comedies,A gripping movie exploring themes of survival and identity in Germany.,2025,March,Comedies,108.0,
s371,TV Show,The Broken Legacy 371,Unknown,"Anil Rossi, John Khan, Anil Smith, Yuki Müller, Raj Costa, John Costa, John Johnson",Japan,2024-07-02,2022,TV-PG,4 Seasons,Reality TV,A gripping tv show exploring themes of survival and identity in Japan.,2024,July,Reality TV,,4.0
s372,Movie,The Broken Dreams 372,Fatima Johnson,"Sara Garcia, Carlos Patel, Priya Smith, Raj Patel, Hana Park",Spain,2022-11-12,2021,TV-MA,73 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Spain.,2022,November,Action & Adventure,73.0,
s373,Movie,The Secret Horizon 373,Elena Lee,"Wei Rossi, John Garcia, Sara Silva, Aisha Tanaka, Carlos Silva, John Costa, David Smith",Spain,2023-03-25,2022,TV-MA,138 min,Comedies,A gripping movie exploring themes of survival and identity in Spain.,2023,March,Comedies,138.0,
